Order_Date,Product,Region,Salesperson,Quantity,Price_per_Unit,Sales,Target
2025-02-15,Printer,West,Amit,1,46720,46720,140518
2025-04-25,Keyboard,West,Arjun,5,30646,153230,105332
2025-04-23,Monitor,West,Neha,2,49216,98432,146328
2025-05-03,Keyboard,South,Vikram,1,979,979,191293
2025-05-15,Mouse,East,Rohit,1,21539,21539,5851
2025-03-27,Headphones,South,Neha,8,47636,381088,131938
2025-05-01,Mouse,South,Vikram,6,46715,280290,134796
2025-01-23,Mouse,West,Arjun,5,41565,207825,104336
2025-06-03,Laptop,South,Karan,2,47733,95466,31604
2025-04-19,Printer,East,Vikram,10,44381,443810,60119
2025-02-28,Headphones,North,Neha,7,33449,234143,164760
2025-03-09,Headphones,East,Karan,2,46403,92806,30491
2025-03-06,Printer,East,Amit,8,4549,36392,146814
2025-06-30,Tablet,East,Rohit,7,4068,28476,173237
2025-01-08,Tablet,East,Karan,8,2770,22160,89385
2025-05-08,Keyboard,South,Sneha,3,12629,37887,162890
2025-02-20,Mouse,East,Vikram,6,23890,143340,142103
2025-05-31,Tablet,East,Sneha,6,39018,234108,111080
2025-01-09,Monitor,East,Arjun,9,39270,353430,174583
2025-04-29,Keyboard,South,Neha,5,31431,157155,139845
2025-01-09,Headphones,North,Arjun,6,18437,110622,16868
2025-04-23,Tablet,South,Neha,9,14197,127773,128958
2025-03-17,Keyboard,West,Priya,5,23675,118375,87354
2025-06-21,Headphones,South,Priya,9,25832,232488,174702
2025-05-04,Mouse,North,Arjun,6,6841,41046,85527
2025-03-23,Keyboard,West,Rohit,3,755,2265,113759
2025-06-07,Laptop,West,Priya,8,17002,136016,3027
2025-06-14,Headphones,East,Sneha,8,3109,24872,104152
2025-01-09,Printer,West,Amit,10,23056,230560,11319
2025-06-23,Laptop,South,Vikram,5,29864,149320,85978
2025-02-14,Headphones,North,Arjun,10,34218,342180,76981
2025-05-11,Tablet,North,Priya,7,33002,231014,26969
2025-02-03,Laptop,West,Karan,5,46437,232185,163247
2025-04-28,Monitor,West,Arjun,1,33482,33482,167486
2025-03-01,Printer,North,Rohit,10,44540,445400,106515
2025-06-28,Headphones,West,Priya,10,44913,449130,82731
2025-04-04,Printer,South,Sneha,1,22822,22822,149645
2025-04-14,Headphones,East,Sneha,5,28576,142880,26307
2025-02-14,Tablet,East,Neha,3,44169,132507,193602
2025-02-26,Tablet,West,Karan,5,20709,103545,199283
2025-01-02,Monitor,West,Vikram,2,44663,89326,166332
2025-01-29,Printer,East,Rohit,8,10256,82048,14094
2025-04-15,Laptop,East,Priya,9,24108,216972,59217
2025-05-03,Laptop,West,Karan,1,17439,17439,119134
2025-06-29,Printer,North,Vikram,5,37222,186110,141606
2025-04-16,Printer,West,Arjun,1,43599,43599,17522
2025-01-11,Headphones,North,Amit,6,14591,87546,36908
2025-05-05,Tablet,South,Arjun,3,3069,9207,26830
2025-06-17,Headphones,North,Amit,4,18792,75168,156836
2025-03-16,Monitor,East,Arjun,5,49451,247255,21239
2025-05-28,Headphones,West,Amit,3,42199,126597,27199
2025-03-19,Headphones,West,Arjun,7,25275,176925,126623
2025-04-11,Tablet,South,Priya,7,617,4319,123745
2025-05-22,Tablet,East,Sneha,8,28138,225104,16174
2025-02-11,Monitor,West,Arjun,5,5113,25565,137433
2025-06-21,Printer,East,Karan,7,37597,263179,140346
2025-05-08,Keyboard,East,Vikram,2,4579,9158,167771
2025-01-24,Monitor,North,Amit,8,35878,287024,81065
2025-06-18,Keyboard,West,Arjun,4,5837,23348,128121
2025-03-25,Printer,South,Sneha,7,41101,287707,176610
2025-06-19,Laptop,East,Arjun,1,19050,19050,19390
2025-05-25,Mouse,North,Vikram,2,8033,16066,113963
2025-06-20,Printer,North,Sneha,2,29177,58354,135606
2025-05-29,Mouse,North,Karan,6,49174,295044,47751
2025-03-14,Headphones,West,Rohit,3,25033,75099,74880
2025-01-18,Keyboard,South,Priya,6,36416,218496,47755
2025-02-28,Monitor,West,Vikram,4,48253,193012,50586
2025-01-27,Tablet,South,Amit,4,25823,103292,88334
2025-02-08,Mouse,South,Karan,1,25079,25079,22913
2025-04-05,Printer,North,Karan,7,47315,331205,186828
2025-01-26,Headphones,West,Sneha,10,48116,481160,166404
2025-06-23,Monitor,East,Rohit,7,5782,40474,93301
2025-06-11,Laptop,West,Arjun,7,30271,211897,57336
2025-04-02,Headphones,South,Vikram,9,10795,97155,34568
2025-05-13,Mouse,East,Arjun,9,38436,345924,179914
2025-03-29,Printer,West,Amit,6,36696,220176,86255
2025-05-20,Laptop,North,Amit,2,41151,82302,156615
2025-05-06,Tablet,East,Vikram,5,13336,66680,3224
2025-01-30,Tablet,West,Vikram,5,46911,234555,111142
2025-03-19,Mouse,West,Karan,1,29744,29744,195728
2025-01-13,Mouse,South,Sneha,10,8031,80310,62250
2025-01-12,Monitor,South,Sneha,2,11226,22452,93848
2025-04-09,Laptop,West,Priya,2,23823,47646,36331
2025-04-16,Mouse,West,Amit,6,17966,107796,24653
2025-06-04,Laptop,East,Vikram,8,41816,334528,102428
2025-02-25,Printer,North,Priya,6,32200,193200,132032
2025-05-28,Printer,West,Vikram,9,19996,179964,36421
2025-04-05,Tablet,East,Vikram,8,1561,12488,22864
2025-04-14,Printer,North,Sneha,9,22378,201402,164343
2025-04-07,Monitor,North,Sneha,4,13177,52708,45230
2025-04-01,Monitor,South,Sneha,9,13418,120762,185408
2025-03-13,Tablet,East,Rohit,8,37784,302272,133920
2025-04-13,Mouse,East,Rohit,3,38254,114762,145970
2025-01-31,Printer,East,Amit,9,30752,276768,49332
2025-02-28,Keyboard,North,Arjun,10,35588,355880,130828
2025-03-22,Printer,West,Vikram,6,42496,254976,6732
2025-04-07,Monitor,South,Karan,2,41482,82964,163387
2025-06-06,Keyboard,West,Karan,9,31546,283914,136347
2025-05-02,Headphones,East,Vikram,10,8631,86310,156497
2025-05-13,Laptop,West,Priya,7,41535,290745,169662
2025-04-07,Laptop,West,Karan,5,45227,226135,97476
2025-04-11,Monitor,South,Rohit,1,49342,49342,66052
2025-05-13,Monitor,South,Rohit,7,46011,322077,52783
2025-05-29,Keyboard,West,Arjun,4,40671,162684,189553
2025-03-16,Tablet,West,Priya,7,43143,302001,129640
2025-04-29,Headphones,South,Vikram,10,42152,421520,91886
2025-02-18,Keyboard,East,Rohit,9,26931,242379,140243
2025-02-14,Keyboard,North,Karan,10,42763,427630,183529
2025-03-09,Printer,East,Arjun,7,11012,77084,134144
2025-02-21,Headphones,West,Vikram,5,5913,29565,105928
2025-01-26,Printer,West,Amit,1,45613,45613,56329
2025-05-07,Monitor,East,Amit,8,24145,193160,94164
2025-04-29,Keyboard,South,Karan,4,18094,72376,61249
2025-05-29,Keyboard,West,Rohit,10,29810,298100,32144
2025-04-15,Printer,East,Arjun,1,33113,33113,96259
2025-06-08,Mouse,West,Rohit,1,16313,16313,195967
2025-06-16,Mouse,South,Amit,3,17623,52869,46939
2025-02-26,Monitor,West,Neha,9,11420,102780,84574
2025-04-06,Headphones,West,Amit,4,6818,27272,110149
2025-05-30,Keyboard,West,Rohit,2,3877,7754,195429
2025-06-11,Laptop,South,Rohit,4,49987,199948,186793
2025-06-14,Mouse,South,Priya,3,13120,39360,87107
2025-03-23,Monitor,South,Vikram,4,5211,20844,68578
2025-02-12,Monitor,North,Rohit,10,19052,190520,175762
2025-04-15,Keyboard,North,Amit,10,16679,166790,64965
2025-05-22,Laptop,West,Sneha,5,29388,146940,91919
2025-06-05,Headphones,West,Neha,6,33595,201570,155580
2025-06-11,Laptop,West,Priya,9,20473,184257,67656
2025-01-21,Printer,North,Vikram,10,48467,484670,18945
2025-02-28,Keyboard,South,Vikram,6,1636,9816,142076
2025-06-19,Laptop,South,Karan,8,12522,100176,113155
2025-06-18,Printer,West,Neha,9,24044,216396,118530
2025-05-15,Tablet,South,Rohit,10,45039,450390,95175
2025-04-08,Keyboard,East,Rohit,9,40185,361665,144788
2025-04-07,Monitor,North,Amit,9,16709,150381,131301
2025-05-09,Headphones,North,Sneha,8,21444,171552,39351
2025-03-11,Monitor,South,Sneha,9,18671,168039,28393
2025-05-22,Mouse,North,Neha,5,8730,43650,144396
2025-02-26,Laptop,South,Rohit,6,8423,50538,63445
2025-01-03,Keyboard,South,Arjun,2,19071,38142,21466
2025-04-27,Printer,North,Sneha,9,19308,173772,30535
2025-05-27,Mouse,East,Vikram,7,23245,162715,166871
2025-03-22,Tablet,East,Rohit,9,10577,95193,136046
2025-06-09,Monitor,West,Sneha,1,16816,16816,77795
2025-06-16,Printer,East,Vikram,3,18854,56562,59471
2025-01-02,Tablet,South,Rohit,1,3566,3566,85653
2025-02-13,Keyboard,West,Karan,4,42584,170336,70371
2025-05-29,Monitor,North,Rohit,9,8824,79416,49076
2025-01-28,Mouse,North,Arjun,3,17913,53739,22220
2025-01-31,Tablet,North,Priya,2,27982,55964,110712
2025-01-26,Printer,West,Rohit,2,22444,44888,108845
2025-01-31,Printer,West,Priya,10,48545,485450,94299
2025-04-30,Keyboard,South,Amit,8,33127,265016,45323
2025-03-10,Printer,South,Amit,6,10445,62670,117630
2025-06-17,Tablet,North,Arjun,4,36979,147916,109317
2025-06-25,Tablet,East,Karan,5,27363,136815,70064
2025-01-14,Mouse,West,Arjun,8,15969,127752,22426
2025-01-19,Headphones,East,Karan,10,27599,275990,135626
2025-06-29,Monitor,North,Sneha,3,14137,42411,106819
2025-06-12,Mouse,North,Sneha,1,26969,26969,55776
2025-06-03,Headphones,East,Vikram,4,34239,136956,98343
2025-01-01,Tablet,East,Neha,9,28866,259794,143380
2025-04-14,Headphones,South,Karan,9,35697,321273,107859
2025-05-26,Printer,West,Vikram,4,11551,46204,154462
2025-06-06,Monitor,North,Vikram,3,18054,54162,86898
2025-04-16,Keyboard,West,Priya,5,39375,196875,132747
2025-03-31,Monitor,East,Vikram,9,18022,162198,199671
2025-05-20,Keyboard,South,Rohit,3,22087,66261,137713
2025-05-29,Keyboard,North,Arjun,6,33882,203292,183080
2025-05-27,Tablet,West,Sneha,4,4894,19576,157577
2025-04-24,Printer,East,Arjun,10,8236,82360,179960
2025-03-21,Monitor,West,Sneha,6,4008,24048,83068
2025-06-29,Laptop,West,Arjun,8,15991,127928,102228
2025-01-08,Laptop,South,Arjun,7,36762,257334,28060
2025-03-09,Tablet,South,Karan,7,18547,129829,181691
2025-03-20,Headphones,North,Rohit,4,39261,157044,17640
2025-04-23,Laptop,South,Arjun,6,8604,51624,59508
2025-05-24,Headphones,South,Neha,7,17398,121786,146992
2025-02-06,Laptop,West,Neha,1,1496,1496,128162
2025-02-12,Monitor,South,Neha,6,26075,156450,147877
2025-04-28,Mouse,East,Priya,8,34331,274648,62145
2025-04-26,Monitor,West,Priya,2,49589,99178,14373
2025-01-29,Keyboard,West,Vikram,6,41193,247158,132342
2025-04-07,Printer,North,Rohit,10,41227,412270,12434
2025-03-05,Tablet,West,Rohit,3,45895,137685,39804
2025-03-29,Laptop,West,Sneha,10,29766,297660,80847
2025-01-05,Mouse,South,Arjun,4,30196,120784,154712
2025-05-12,Keyboard,South,Vikram,8,23823,190584,191141
2025-06-26,Headphones,North,Neha,3,44923,134769,120874
2025-01-11,Printer,North,Karan,3,39888,119664,159034
2025-01-29,Laptop,North,Priya,7,39354,275478,184336
2025-06-01,Tablet,South,Amit,8,47536,380288,61342
2025-02-01,Headphones,East,Rohit,6,48077,288462,82618
2025-01-11,Laptop,West,Priya,5,31785,158925,116703
2025-03-05,Keyboard,North,Priya,9,29805,268245,90882
2025-01-29,Printer,North,Priya,6,19835,119010,89529
2025-03-09,Printer,South,Arjun,4,40844,163376,85013
2025-05-22,Monitor,South,Sneha,8,42641,341128,163862
2025-01-19,Tablet,South,Sneha,4,21106,84424,101901
2025-03-12,Headphones,West,Neha,2,19913,39826,112437
2025-05-22,Tablet,West,Sneha,10,26274,262740,135905
2025-05-02,Laptop,South,Amit,7,43164,302148,142429
2025-01-20,Tablet,West,Karan,8,11165,89320,36063
2025-02-07,Laptop,East,Priya,9,35560,320040,66223
2025-03-02,Monitor,South,Sneha,7,1993,13951,123694
2025-06-14,Headphones,West,Vikram,2,26489,52978,85520
2025-02-08,Laptop,South,Arjun,8,14491,115928,127414
2025-06-05,Headphones,North,Sneha,5,6042,30210,110696
2025-04-26,Keyboard,East,Arjun,2,12086,24172,40649
2025-06-30,Keyboard,East,Priya,4,17451,69804,59599
2025-03-04,Keyboard,South,Vikram,7,27771,194397,170756
2025-02-20,Mouse,South,Priya,6,43519,261114,22851
2025-01-13,Mouse,South,Amit,10,1294,12940,71275
2025-03-07,Monitor,South,Rohit,2,41941,83882,110412
2025-03-30,Monitor,West,Arjun,1,2364,2364,104661
2025-06-23,Monitor,South,Arjun,5,28397,141985,131509
2025-01-18,Keyboard,South,Rohit,2,38845,77690,127465
2025-03-05,Printer,South,Amit,9,12768,114912,78974
2025-02-04,Laptop,North,Arjun,3,11621,34863,22942
2025-04-05,Printer,East,Arjun,6,25063,150378,31962
2025-01-21,Printer,North,Arjun,4,24327,97308,165902
2025-02-03,Headphones,North,Priya,4,19674,78696,196472
2025-03-16,Printer,West,Karan,9,37190,334710,36629
2025-01-20,Monitor,South,Neha,8,25697,205576,120477
2025-04-07,Laptop,East,Rohit,3,10629,31887,128170
2025-01-27,Mouse,South,Amit,3,47379,142137,171491
2025-05-28,Tablet,West,Rohit,5,48073,240365,134953
2025-05-18,Laptop,South,Rohit,9,27196,244764,139545
2025-01-15,Keyboard,West,Neha,4,43384,173536,30496
2025-03-04,Keyboard,South,Neha,3,9804,29412,68396
2025-04-17,Monitor,North,Arjun,2,40554,81108,122055
2025-02-20,Mouse,East,Neha,3,44603,133809,58134
2025-02-09,Laptop,East,Karan,2,38928,77856,24008
2025-01-24,Tablet,East,Vikram,5,30236,151180,48498
2025-03-04,Keyboard,West,Amit,7,36897,258279,145184
2025-04-07,Printer,East,Neha,4,22180,88720,172911
2025-03-23,Headphones,East,Neha,6,30815,184890,181977
2025-01-23,Monitor,South,Sneha,8,47171,377368,128854
2025-01-09,Laptop,North,Amit,6,37399,224394,120725
2025-01-12,Monitor,West,Sneha,5,723,3615,155596
2025-06-05,Keyboard,North,Vikram,8,31083,248664,176807
2025-04-27,Mouse,East,Vikram,3,20617,61851,125758
2025-03-27,Laptop,East,Arjun,7,18702,130914,12669
2025-05-19,Monitor,South,Rohit,3,23810,71430,126170
2025-03-01,Monitor,South,Sneha,3,36145,108435,136641
2025-05-04,Laptop,South,Neha,9,36295,326655,30420
2025-02-04,Mouse,North,Arjun,1,49356,49356,8315
2025-01-06,Keyboard,West,Karan,4,40900,163600,79588
2025-03-26,Laptop,North,Neha,10,30284,302840,92290
2025-02-25,Tablet,South,Priya,9,21073,189657,20695
2025-02-13,Monitor,East,Arjun,8,10044,80352,70988
2025-01-30,Keyboard,West,Karan,9,44087,396783,195465
2025-01-01,Printer,South,Priya,3,5710,17130,6285
2025-03-03,Headphones,North,Priya,5,3368,16840,119254
2025-04-24,Mouse,East,Vikram,6,40853,245118,188968
2025-04-23,Laptop,West,Amit,7,7025,49175,40035
2025-05-21,Printer,West,Vikram,2,36954,73908,135547
2025-01-31,Tablet,West,Vikram,5,18849,94245,160727
2025-04-21,Laptop,South,Rohit,6,37352,224112,9512
2025-04-30,Tablet,South,Neha,1,31652,31652,129148
2025-05-15,Laptop,East,Neha,2,12217,24434,139655
2025-04-18,Keyboard,West,Arjun,8,40640,325120,47522
2025-05-29,Laptop,West,Vikram,10,19997,199970,135183
2025-02-17,Printer,West,Neha,1,8141,8141,180178
2025-03-06,Laptop,North,Neha,5,24319,121595,11245
2025-04-23,Monitor,East,Priya,8,4150,33200,146669
2025-05-18,Headphones,East,Neha,8,13215,105720,122948
2025-03-04,Headphones,East,Sneha,7,30010,210070,179751
2025-03-22,Monitor,North,Arjun,2,1893,3786,75267
2025-02-12,Tablet,West,Priya,2,13148,26296,108689
2025-06-12,Printer,South,Sneha,9,19791,178119,187157
2025-01-31,Keyboard,South,Vikram,6,46948,281688,146158
2025-02-27,Keyboard,West,Priya,5,34421,172105,107746
2025-04-20,Headphones,West,Vikram,9,49286,443574,153410
2025-06-04,Laptop,West,Neha,9,10862,97758,22242
2025-03-12,Tablet,East,Rohit,6,8819,52914,193066
2025-04-15,Monitor,East,Sneha,3,18133,54399,66858
2025-03-11,Headphones,South,Karan,8,2178,17424,168019
2025-04-13,Headphones,East,Karan,5,14698,73490,193534
2025-03-31,Mouse,East,Priya,7,16564,115948,95233
2025-02-07,Printer,North,Karan,2,40665,81330,148886
2025-06-19,Mouse,South,Amit,1,10188,10188,65549
2025-05-30,Mouse,South,Amit,6,20201,121206,99483
2025-01-24,Printer,North,Neha,6,42671,256026,32547
2025-05-03,Headphones,East,Arjun,4,47543,190172,74920
2025-02-04,Laptop,South,Neha,6,41666,249996,198007
2025-06-09,Tablet,North,Rohit,9,22327,200943,13604
2025-04-30,Headphones,South,Amit,4,48293,193172,56007
2025-01-12,Laptop,West,Rohit,9,1919,17271,11827
2025-02-23,Mouse,North,Amit,10,30818,308180,133382
2025-06-25,Printer,South,Amit,1,5998,5998,78110
2025-01-14,Keyboard,North,Amit,5,27572,137860,20783
2025-05-27,Tablet,East,Priya,8,38192,305536,178602
2025-05-31,Mouse,South,Vikram,9,20994,188946,44216
2025-01-07,Tablet,South,Neha,2,2848,5696,88521
2025-02-28,Headphones,South,Rohit,2,6024,12048,30963
2025-06-13,Mouse,North,Rohit,2,40903,81806,69924
2025-05-09,Monitor,South,Rohit,8,4265,34120,139738
2025-04-11,Headphones,West,Amit,7,39176,274232,188230
2025-02-12,Tablet,North,Arjun,2,27642,55284,43314
2025-02-15,Tablet,South,Priya,8,38932,311456,31965
2025-01-19,Mouse,South,Arjun,1,23669,23669,163037
2025-05-28,Mouse,East,Arjun,6,40625,243750,159599
2025-01-01,Mouse,South,Neha,9,24206,217854,160190
2025-06-28,Headphones,North,Neha,10,3987,39870,132039
2025-06-03,Headphones,West,Priya,6,19064,114384,122251
2025-02-03,Printer,West,Rohit,1,49419,49419,115231
2025-03-22,Headphones,South,Karan,5,2258,11290,164258
2025-03-02,Keyboard,South,Sneha,4,14686,58744,86171
2025-02-04,Monitor,North,Neha,7,46608,326256,185158
2025-01-20,Laptop,South,Neha,4,34599,138396,51185
2025-03-31,Keyboard,North,Vikram,6,32666,195996,104336
2025-05-23,Headphones,North,Priya,1,25461,25461,183299
2025-03-04,Keyboard,South,Karan,6,29715,178290,15618
2025-03-19,Mouse,West,Rohit,3,30207,90621,65725
2025-03-31,Mouse,West,Rohit,3,46481,139443,25770
2025-01-01,Headphones,North,Neha,7,38781,271467,6640
2025-05-09,Headphones,South,Priya,6,24408,146448,183072
2025-06-23,Mouse,West,Amit,6,18420,110520,46842
2025-01-11,Headphones,North,Arjun,3,48234,144702,157263
2025-06-08,Monitor,North,Amit,6,42781,256686,47768
2025-05-28,Laptop,North,Priya,1,10576,10576,130774
2025-02-27,Monitor,South,Amit,9,39879,358911,180909
2025-06-22,Tablet,North,Arjun,7,27824,194768,98234
2025-05-09,Monitor,South,Vikram,1,23930,23930,26144
2025-04-16,Keyboard,North,Karan,7,19935,139545,117878
2025-04-11,Monitor,East,Arjun,7,23461,164227,20429
2025-05-09,Tablet,East,Rohit,2,1700,3400,44279
2025-06-20,Printer,South,Sneha,10,7291,72910,82767
2025-01-17,Keyboard,West,Amit,9,39633,356697,18021
2025-01-30,Keyboard,West,Vikram,8,2184,17472,52645
2025-04-06,Keyboard,South,Priya,2,34845,69690,167957
2025-05-02,Printer,South,Sneha,3,2016,6048,59775
2025-05-07,Keyboard,South,Karan,10,15703,157030,159990
2025-04-17,Printer,South,Neha,10,19119,191190,30682
2025-04-27,Laptop,East,Priya,2,32854,65708,63792
2025-06-23,Printer,South,Priya,4,3136,12544,51726
2025-02-03,Laptop,East,Sneha,10,11381,113810,110226
2025-06-18,Printer,West,Amit,6,7640,45840,175751
2025-06-27,Headphones,South,Vikram,8,10871,86968,90401
2025-03-18,Printer,North,Arjun,1,31277,31277,191251
2025-03-29,Mouse,South,Karan,1,3190,3190,30436
2025-01-16,Mouse,East,Priya,4,46735,186940,166911
2025-03-04,Tablet,East,Neha,7,7696,53872,114011
2025-04-15,Monitor,South,Neha,1,30866,30866,88639
2025-04-14,Printer,East,Amit,7,37150,260050,95436
2025-06-10,Keyboard,South,Vikram,4,3858,15432,154201
2025-04-30,Mouse,North,Vikram,10,17850,178500,86010
2025-05-02,Tablet,East,Karan,4,38366,153464,133819
2025-05-15,Headphones,North,Amit,6,18706,112236,18743
2025-03-03,Printer,South,Karan,10,38014,380140,51108
2025-05-02,Printer,South,Priya,2,15540,31080,31532
2025-03-07,Keyboard,North,Karan,4,15895,63580,198585
2025-05-05,Mouse,North,Vikram,2,5042,10084,100266
2025-06-04,Tablet,West,Rohit,4,10166,40664,181319
2025-01-26,Printer,East,Neha,1,10232,10232,158897
2025-02-21,Laptop,North,Rohit,1,8461,8461,27910
2025-01-12,Tablet,East,Sneha,2,22992,45984,78858
2025-01-25,Printer,South,Rohit,9,30699,276291,15515
2025-03-21,Headphones,West,Rohit,5,21628,108140,144598
2025-02-22,Headphones,West,Karan,5,16946,84730,182616
2025-02-19,Tablet,North,Sneha,2,10814,21628,10828
2025-01-30,Mouse,East,Vikram,10,44339,443390,167084
2025-06-21,Monitor,North,Arjun,1,2994,2994,74138
2025-04-05,Headphones,East,Priya,2,10735,21470,128173
2025-02-20,Mouse,North,Rohit,1,16202,16202,147747
2025-04-22,Laptop,West,Arjun,1,45148,45148,189873
2025-02-15,Mouse,North,Vikram,4,15535,62140,76662
2025-05-20,Laptop,West,Amit,2,38696,77392,187803
2025-02-13,Keyboard,South,Vikram,9,4354,39186,74322
2025-06-14,Printer,East,Arjun,7,12512,87584,177908
2025-02-14,Tablet,West,Rohit,7,49048,343336,154543
2025-01-03,Headphones,East,Rohit,1,12753,12753,165550
2025-02-10,Tablet,South,Vikram,2,29015,58030,132642
2025-05-02,Monitor,South,Vikram,6,30644,183864,144751
2025-06-07,Mouse,West,Neha,1,45772,45772,81941
2025-04-21,Headphones,North,Karan,2,21307,42614,113103
2025-02-04,Mouse,South,Vikram,5,44423,222115,164241
2025-05-31,Keyboard,West,Neha,6,19777,118662,91074
2025-04-25,Headphones,South,Neha,9,21794,196146,176006
2025-05-23,Monitor,West,Karan,1,45308,45308,177837
2025-02-06,Printer,East,Amit,3,6556,19668,89348
2025-01-30,Laptop,North,Vikram,3,47930,143790,106550
2025-04-04,Printer,North,Sneha,5,7355,36775,40352
2025-02-02,Printer,South,Priya,9,25234,227106,191428
2025-02-10,Monitor,East,Karan,8,15372,122976,21960
2025-03-23,Laptop,South,Neha,5,49342,246710,36820
2025-01-22,Keyboard,South,Neha,6,39056,234336,167419
2025-02-28,Monitor,East,Rohit,6,46111,276666,55554
2025-04-11,Printer,West,Priya,5,44098,220490,172690
2025-03-21,Laptop,East,Priya,7,31651,221557,57659
2025-04-14,Monitor,South,Sneha,10,4743,47430,182971
2025-02-15,Tablet,East,Vikram,2,39042,78084,65513
2025-03-09,Mouse,East,Arjun,7,11181,78267,65787
2025-01-24,Laptop,North,Karan,8,31160,249280,168068
2025-06-27,Mouse,West,Neha,5,1496,7480,177501
2025-05-04,Printer,South,Vikram,9,1352,12168,152094
2025-06-03,Printer,East,Vikram,2,10541,21082,107097
2025-01-30,Keyboard,East,Arjun,9,46264,416376,125713
2025-02-10,Headphones,North,Sneha,10,17382,173820,10576
2025-02-13,Printer,West,Sneha,8,44989,359912,165848
2025-04-23,Monitor,South,Karan,4,38719,154876,141567
2025-04-21,Printer,North,Amit,3,19891,59673,80919
2025-05-29,Keyboard,East,Amit,5,17862,89310,124210
2025-01-24,Printer,West,Sneha,4,10933,43732,73262
2025-03-07,Tablet,East,Neha,4,41363,165452,174629
2025-05-21,Tablet,West,Rohit,8,37369,298952,137080
2025-03-30,Laptop,West,Vikram,9,19414,174726,52509
2025-01-26,Printer,North,Vikram,1,10422,10422,173874
2025-05-14,Printer,South,Vikram,1,6671,6671,99044
2025-05-09,Tablet,East,Neha,5,26475,132375,37482
2025-01-08,Headphones,East,Rohit,5,47438,237190,52015
2025-02-15,Printer,East,Karan,8,41485,331880,167966
2025-06-19,Mouse,East,Sneha,3,31903,95709,195221
2025-04-15,Tablet,North,Vikram,6,17276,103656,42666
2025-02-02,Laptop,East,Sneha,10,8367,83670,153130
2025-04-04,Laptop,East,Amit,5,40654,203270,107570
2025-04-10,Tablet,West,Amit,8,27149,217192,78764
2025-06-28,Keyboard,West,Rohit,1,8677,8677,191850
2025-06-15,Keyboard,South,Amit,10,49232,492320,68228
2025-05-31,Monitor,South,Amit,7,25294,177058,197345
2025-03-06,Headphones,South,Rohit,1,23192,23192,56202
2025-06-07,Keyboard,North,Vikram,2,43239,86478,101708
2025-05-21,Monitor,East,Amit,6,15739,94434,114995
2025-06-20,Tablet,East,Arjun,10,45646,456460,164059
2025-03-22,Mouse,North,Karan,1,22245,22245,77054
2025-04-30,Mouse,East,Neha,10,48174,481740,118489
2025-05-27,Printer,East,Karan,10,35524,355240,15436
2025-01-27,Printer,East,Neha,6,22553,135318,112438
2025-06-02,Keyboard,North,Arjun,2,1657,3314,13772
2025-03-28,Tablet,North,Amit,10,690,6900,38315
2025-02-23,Laptop,East,Karan,9,29213,262917,36409
2025-02-28,Printer,West,Priya,3,31263,93789,170079
2025-03-09,Mouse,East,Vikram,3,46732,140196,71176
2025-04-06,Tablet,North,Rohit,10,19954,199540,158845
2025-06-04,Monitor,East,Amit,6,42246,253476,184777
2025-06-21,Tablet,West,Neha,6,24597,147582,187041
2025-06-16,Keyboard,South,Rohit,5,35450,177250,130561
2025-01-15,Laptop,South,Priya,3,20726,62178,144740
2025-06-27,Tablet,South,Rohit,2,39266,78532,117710
2025-05-12,Monitor,West,Vikram,9,43678,393102,88250
2025-05-05,Keyboard,South,Neha,4,27118,108472,107036
2025-02-08,Headphones,North,Vikram,9,34607,311463,96493
2025-03-03,Laptop,South,Neha,6,40885,245310,114882
2025-05-20,Keyboard,South,Amit,6,37944,227664,18272
2025-01-23,Headphones,East,Neha,5,43347,216735,63335
2025-05-29,Tablet,East,Priya,5,41117,205585,178789
2025-02-10,Keyboard,West,Neha,4,18996,75984,190319
2025-05-03,Mouse,South,Vikram,2,39291,78582,153860
2025-05-03,Monitor,North,Priya,3,6478,19434,92759
2025-03-15,Laptop,West,Vikram,2,4308,8616,89027
2025-03-21,Headphones,East,Sneha,6,10113,60678,194889
2025-06-29,Monitor,North,Amit,2,43867,87734,168748
2025-06-26,Tablet,West,Amit,5,3235,16175,102406
2025-01-15,Tablet,East,Priya,7,39752,278264,127402
2025-06-27,Laptop,North,Sneha,8,43534,348272,91353
2025-06-01,Monitor,West,Karan,7,31739,222173,65111
2025-05-09,Monitor,North,Amit,9,31275,281475,53366
2025-03-28,Monitor,South,Arjun,5,23725,118625,126175
2025-03-03,Tablet,East,Amit,8,6321,50568,177785
2025-06-04,Keyboard,West,Amit,5,39765,198825,15209
2025-06-22,Mouse,East,Sneha,3,45259,135777,10514
2025-04-18,Mouse,East,Karan,4,24015,96060,19538
2025-01-30,Laptop,East,Neha,8,32112,256896,113607
2025-03-10,Headphones,North,Arjun,3,13310,39930,122200
2025-05-10,Headphones,South,Vikram,4,15244,60976,52020
2025-02-20,Keyboard,West,Priya,6,8269,49614,195336
2025-06-13,Headphones,North,Vikram,2,23144,46288,82320
2025-03-11,Monitor,North,Arjun,8,43206,345648,123237
2025-02-23,Printer,West,Vikram,10,38606,386060,192131
2025-03-20,Tablet,West,Sneha,3,22042,66126,137120
2025-05-05,Printer,North,Karan,9,34103,306927,120699
2025-01-17,Monitor,West,Neha,9,9858,88722,110553
